message,label
handle exception,good
bug reporting,bad
output none result,bad
bug in file summary,bad
test new computer,bad
added checking for file duplicates,neutral
fixed python3 issues with hashlib changed from mock import to from testmock import,bad
remove debug code,good
test github,bad
rename,bad
fixed random fails of unit tests for duplicates check,good
add function end line number,good
refactoring file filters,neutral
specific filename should not be excluded,bad
specific filename should not be excluded,bad
refactoring,bad
prepare to add word count,good
try the world counter feature,good
fix for python 33,neutral
count token,bad
"minimal patches to make uemacs compile in a modern environment

make sure to include errnoh and allow for the fact that newer
gccs dont allow function declarations in function scope dont
ask me why but there you have it",neutral
"up the limit on maximum lines

hey get with the bloated new world",neutral
"run indent kr i8 on the sources

lets see how nasty it is to clean things up for real",good
"very optimistically add a sparse makefile target

since sparse really wants clean ansi c were not even remotely close
to being sparseclean  but maybe some day",neutral
"fix up headers and bogus redefinitions to use stdlibh and stringh

hey its already compiling cleaner getting proper function declarations
will be a bitch though",bad
"first cut at turning things into proper modern ansi c

hey real declarations",neutral
"more function declarations regionc

hey wordc is now sparseclean",bad
"more ansification of the sources

ugh  some of this is ugly  we should really include cursesh etc
but there are too many name clashes for that right now",bad
move inputc towards ansi function declarations,good
"yet more ansification

bored me why do you ask",bad
"more ansification

next up enabling wall in the makefile not because its ready
but because it gets easier to track where we are in the process",bad
"start using wall when compiling

oh and change the o4 to a saner o2 while at it",neutral
"lots of ansification and cleanups

still tons of warnings with wall but now its actually getting closer

it even compiles again",bad
"fix up some trivial gcc wall warnings

lots more to go",neutral
more warning avoidance and code cleanup,bad
fix up unused variable and ambiguous else in randomc,good
"replace window type with windowt

starting to try to avoid name clashes with curses and friends",good
"avoid various name clashes with curses and termcap headers

this allows us to include the proper headers instead of declaring
things badly by hand",neutral
"fix ugly definitions in header file crud

move various initializations into new globalsc file

also mark some variables static and fix up some trivial compiler and
sparse warnings",good
"fix more compiler warnings

better initializers and more proper function types",good
"make sources mostly sparseclean

mainly an issue of taking care of a few remaining k&r function
declarations",neutral
"handle 8bit characters better in display

this code still assumes a latin1 kind of one byte one character setup

utf8 inputoutput even if the data is encoded in latin1 is a separate
issue",good
"patch fix use of mktemp in uemacs

after your last round of changes it compiles without warnings here fedora
rawhide gcc402 but the link complains

mktemp3 isnt always secure the problem is fixed in mkstemp3

signedoffby horst h von brand vonbrand@infutfsmcl
signedoffby linus torvalds torvalds@osdlorg",neutral
"add support for a utf8 mode

note microemacs is very much a bytebased editor and the new utf8
support is purely an issue of terminal input and output  the file
contents themselves are in the 8bit space  in that space unicode is
the same as latin1

the new mode is called utf8 and is enabled automatically by the
new emacsrc when $lang contains the substring utf8

im sure people would like to some day also edit real utf8 contents
rather than just edit old 8bit latin1 contents in a utf8 terminal
however thats an independent and much bigger and thornier issue

signedoffby linus torvalds torvalds@osdlorg",good
"add a true utf8 demonstration file

we obviously dont handle it but its a wonderful example if we ever do

demo by markus kuhn from

	httpwwwclcamacuk~mgk25ucsexamplesutf8demotxt

signedoffby linus torvalds torvalds@osdlorg",good
"make sparse check target do a global sparse

instead of iterating over all the source files just check them all
together since it works these days and could potentially find
crossfile issues",good
"mark functions and variables local to displayc static

waste a few minutes occasionally on cleanup and maybe we can make this
thing look ok in a decade or two

signedoffby linus torvalds torvalds@osdlorg",neutral
"make the sparse setup default to x8664 rather than ppc

hey what can i say without apple ppc on the desktop not very likely

signedoffby linus torvalds torvalds@osdlorg",good
"clean up various compile warnings

most of them were harmless gcc not being smart enough to realize that
an uninitialized variable was never used if it wasnt initialized etc

some of them were name clashes crypt is a standard library
function so rename it to myencrypt etc

signedoffby linus torvalds torvalds@osdlorg",good
"turn esc+ into a csi character

this avoids the annoying behavior where were on the command line
waiting for an esc and any control character sequence ends up finishing
the command line and eating the first esc

signedoffby linus torvalds torvalds@linuxfoundationorg",good
"add libcurses remove ltermcap

thats how modern distributions roll and have for a long time  i just
havent committed this

signedoffby linus torvalds torvalds@linuxfoundationorg",good
"add ignore file for generated files

at least the most obvious ones

signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs fix sparse warnings making filelocal symbols static

ansic2556 warning symbol ansihello was not declared should it be static
epathh116 warning symbol pathname was not declared should it be static
displayc367 warning symbol vscreen was not declared should it be static
displayc387 warning symbol pscreen was not declared should it be static
displayc9275 warning symbol updateline was not declared should it be static
evarh206 warning symbol uv was not declared should it be static
evarh246 warning symbol envars was not declared should it be static
evarh1287 warning symbol funcs was not declared should it be static
fileioc146 warning symbol ffp was not declared should it be static
fileioc155 warning symbol eofflag was not declared should it be static
ibmpcc5056 warning symbol ibmhello was not declared should it be static
isearchc365 warning symbol savedgetchar was not declared should it be static
isearchc375 warning symbol eatenchar was not declared should it be static
isearchc415 warning symbol cmdbuff was not declared should it be static
isearchc425 warning symbol cmdoffset was not declared should it be static
isearchc435 warning symbol cmdreexecute was not declared should it be static
linec216 warning symbol ykbuf was not declared should it be static
linec225 warning symbol ykboff was not declared should it be static
lockc176 warning symbol lname was not declared should it be static
lockc185 warning symbol numlocks was not declared should it be static
vmsvtc5216 warning symbol hellovms was not declared should it be static
vt52c1816 warning symbol vt52hello was not declared should it be static

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs remove typdef struct buffer  struct buffer

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacslinec remove two unused variables

linec21 warning �ykbuf� defined but not used
linec22 warning �ykboff� defined but not used

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs make build output more readable

this patch makes the build output look like what we have in the linux kernel so
that warnings stand out better

  cc       ansio
  cc       basico
  cc       bindo
  cc       buffero
bufferc in function �nextbuffer�
bufferc43 warning �bp� may be used uninitialized in this function
  cc       crypto
  cc       displayo
  

cc thiago farina tfransosi@gmailcom
signedoffby pekka enberg penberg@cshelsinkifi
signedoffby linus torvalds torvalds@linuxfoundationorg",bad
"uemacs remove unused functions

commit 8fc7449 uemacs fix sparse warnings making filelocal symbols
static made some functions that are not used anywhere static this patch
removes them to kill the following compilation warnings

  ansic255 warning �ansihello� defined but not used
  ibmpcc505 warning �ibmhello� defined but not used
  vmsvtc521 warning �hellovms� defined but not used
  vt52c181 warning �vt52hello� defined but not used

cc thiago farina tfransosi@gmailcom
signedoffby pekka enberg penberg@cshelsinkifi
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs remove use of register keyword

lets welcome uemacspk to the year 2010 as expected the patch has no effect
on the generated code

   text	   data	    bss	    dec	    hex	filename
 106002	   8864	  18616	 133482	  2096a	em
 106002	   8864	  18616	 133482	  2096a	emnew

cc thiago farina tfransosi@gmailcom
signedoffby pekka enberg penberg@cshelsinkifi
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs rename makefile to makefile

i keep typoing makefile instead of makefile  i guess its hardwired to
the brain by now so just rename the damn thing

cc thiago farina tfransosi@gmailcom
signedoffby pekka enberg penberg@cshelsinkifi
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs enable wstrictprototypes

this patch enables the gcc wstrictprototypes switch and fixes up broken
prototypes

cc thiago farina tfransosi@gmailcom
signedoffby pekka enberg penberg@cshelsinkifi
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs convert typdef struct line to struct line

cc pekka enberg penberg@cshelsinkifi
signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs rename readme to readme

also removes some tabs and whitespaces

cc pekka enberg penberg@cshelsinkifi
signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs convert typdef struct video to struct video

signedoffby thiago farina thiagofarina@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs add arraysize macro so we can get rid of some hard coded calculations

signedoffby thiago farina thiagofarina@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",bad
"uemacs use arraysize in more places

signedoffby thiago farina thiagofarina@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs convert typedef struct ufunc to struct userfunction

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs convert typedef struct uvar to struct uservariable

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacsansic convert the old functions style declarations to the new one

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",bad
"uemacs convert typedef struct keytab to struct keytab

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs convert typedef struct nbind to struct namebind

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs convert typedef struct region to struct region

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs convert typedef struct term to struct terminal

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs convert typedef struct windowt to struct window

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs ibmpcc move the functions to the ansi style declaration

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs evarh add enum functiontype

replace four macros used to define integer constants with a enum

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs convert typedef struct kill to struct kill

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs add version option

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs add help option

add a basic usage function to support the help option

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs basicc add support to go to the end of the buffer

there is a case when the user can type something like this

    em filename +

or even

    em +

instead of saying bogus argument when the uemacs start just go to the end of
the buffer like we can do in vim for example

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs compiles on mac os x

compiles on mac os x 1064

setmode is renamed to setemode to avoid conflict with os xs unistdhs
setmode

modify makefile to enable the appropriate defines to compile on mac os x

signedoffby yong luk stanley elijah goh stan@t0xtcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs fix outofbox build on mac os x

this patch fixes outofbox build on mac os x by using uname s to detect the
underlying os and fixing up defines accordingly

cc yong luk stanley elijah goh stan@t0xtcom
signedoffby pekka enberg penberg@kernelorg
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs make getgoal function private to basicc

this functions is only used internally by basicc so marking it static
to make it private

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs add more two options to the usage output

added + and +n to the usage output

also fixed the following warning

  mainc in function �main�
  mainc121 warning �gline� may be used uninitialized in this function

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacsefunch get rid of a duplicated exported type called names

this type is already exported in edefh

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs kill unused lckhello function

this patch kills an unused lckhello function and gets rid of the following
gcc warning

    cc       locko
  lockc160 warning �lckhello� defined but not used

signedoffby pekka enberg penberg@kernelorg
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs fix return statements

return statement is not a function so remove superfluous use of parenthesis

cc thiago farina tfransosi@gmailcom
signedoffby pekka enberg penberg@kernelorg
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs clean up program executable

this patch fixes makefile clean target to clean up program executable em

signedoffby pekka enberg penberg@kernelorg
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs remove garbage from the tree

this patch removes bunch of ancient makefiles and vms scripts from
uemacs source tree  if somebody really needs them they can always look
them up from git repository history

signedoffby pekka enberg penberg@kernelorg
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs remove two completly unused functions fnclabel and spal

the implementation of these functions are doing anything at all at this moment
so cleanup a bit the code by removing fnclabel and spal functions completly

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs remove more garbage emacs files from the tree

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs get rid of the called macro

uemacs is not a subprogram and doesnt seem it will be so there is no reason
to leave this macro and this macro is defined to 0 so we never reach the path
where we test for this macro

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacsversionc add version function to output the version string information

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",bad
"fix a tiny typo

signedoffby christian faulhammer christian@faulhammerorg
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs move function declarations from edefh to efunch

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs convert typedef struct whblock to struct whileblock

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs get rid of bitmap typedef

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs remove forward declaration of struct video from edefh

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs convert typedef struct vdesc to struct variabledescription

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs kill dead code

this patch kills #ifdefd code from displayc and filec

signedoffby pekka enberg penberg@kernelorg
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs move structure line and its functions to its own header file

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs move nblock constant into linec

this constant is only used in linec so just keep it there

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs add lineh in namesc to fix compiling error

i got following errors while compiling uemacs

namesc132 error �insspace� undeclared here not in a function
namesc217 error �yank� undeclared here not in a function
make  nameso error 1

it looks like namesc needs lineh for function declarations

signedoffby li jie eltshanli@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs move uv variable into the evalc source file

its used only there

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs convert typedef struct mc to struct magic

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs bufferc fix uninitialized struct warning

this fix the following warning

  bufferc in function �nextbuffer�
  bufferc45 warning �bp� may be used uninitialized in this function

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs move some constants from estructh to posixc

these two constants are only neededused by the posixc file
so just define them there

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs move maxnline constant from estructh to filec

this constant is used only there so there is no reason for it to be
in estructh

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs convert typedef struct rmc to struct magicreplacement

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs inputc fix mkstemp warning

fix the following warning

inputc in function �getstring�
inputc590 warning ignoring return value of �mkstemp� declared with attribute warnunusedresult

this add usagec module for die function
this also add wrapperc module for the xmkstemp that is wrapper function
around the original mkstemp function

both module codes was largelly based on git linux and sparse codes

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"uemacs make some magic variables private to searchc module

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs add xmalloc as a wrapper function for malloc

xmalloc checks the returned pointer and dies if it failed to allocate
the memory

use this new function in windowc
more places will be converted to use xmalloc latter

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"uemacs displayc use the newly introduced xmalloc function

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"show xa0 nbsp as a nonprintable character

i want to see the difference between space and nbsp and i consider nbsp
to be a control character so show it as such  even if it is
technically printable

signedoffby linus torvalds torvalds@linuxfoundationorg",good
"respect ldflags when linking

signedoffby ulrich m�ller ulm@gentooorg
signedoffby linus torvalds torvalds@linuxfoundationorg",bad
"uemacs add g options to the output usage

while im here improve the word of the above two options

signedoffby thiago farina tfransosi@gmailcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"force a screen redraw after tcap ti on terminal open

the tcapkopen function reinitializes the terminal with the ti
sequence which for most sane termcap entries is just empty  but for
xterm that seems to actually be a real control sequence clear and
reset and wed better tell displayc that the screen is now garbage
and needs to be redrawn

also make tcapkclose match the ti terminal init with a te
terminal exit

maybe we should just stop playing games with tite but this at least
improves the situation a bit

reportedby bijan soleymani bijan@psqcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"filec remove crazy keyboard openclose calls

it seems to have something to do with some old dos mode and not having
keyboard translation on insert floppy a questions while opening
files whatever  but this is while doing normal file opens and it is
just insane to openclose a tty across a file open

the possible tty initexit sequence would mess up some of the file
readwrite messages

reportedby bijan soleymani bijan@psqcom
signedoffby linus torvalds torvalds@linuxfoundationorg",good
"spawnc do the keyboard openclose around shell invocations

im not 100% sure we really should even be doing this whole keyboard
openclose for termcap but even if the right thing to do ends up being
to just do everything in the ttopenttclose and make ttkopenttkclose
noops it does seem to be the right thing to do

reportedby bijan soleymani bijan@psqcom
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"make uemacs build on freebsd

see httpsbugsgentooorgshowbugcgiid=387135

signedoffby ulrich m�ller ulm@gentooorg
signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
"show lines with a single helper function not one byte at a time

lets see how hard it is to show utf8 characters properly

signedoffby linus torvalds torvalds@linuxfoundationorg",neutral
add gitignore file,good
add some stub code using llbuild as the internal name for now,neutral
add a cmake based build system,neutral
ninja start sketching a ninja manifest lexer,bad
"llbuildtool hack up to dump ninja input file tokens for bringing up more infrastructure

  this will get ripped out and moved elsewhere soon",bad
cmake change binaries and libraries to end up in a consistent location,bad
cmake add �lit� based testing support under �test� target,bad
ninja tidy up lexer token printing and add a basic test,neutral
"unittests import googletest a la llvm

  i removed the rawostream support since we don�t have it available
   yet but otherwise this is just a copy from llvm",neutral
unittests add c++ unittests using googletest,good
tests integrate unit tests with �lit� config,neutral
ninja finish basic ninjalexer unites,bad
ninja add support for lexing newline token,good
"ninja add support for lexing indentation tokens

  ninja manifests use indentation to manage scopes yuck so we model this by
   an explicit token",good
"ninja add lexing support for identifiers and keywords

  sadly although ninja does have an actual lexer it uses it in a context
   dependent way so we will eventually need some context switching mechanism to
   be properly lex the strings that are present in the rhs of variable
   assignments which are not token based ill bring that up once parsing
   needs it",neutral
fixup operatoro,bad
commands split out a commands library command line tool implementations,bad
ninjacommand move lexer to �ninja lex�,good
ninja stub out basic structure for a callback based ninja parser,neutral
ninja hide the parser implementation,good
ninjaparser stub out some parsing infrastructure,neutral
ninjalexer fix up command line test,good
ninjacommand add simple caret style diagnostics,good
"ninjaparser parse includesubninja decls

  also hide parserimpl more fully in an anon namespace as i�d like to
   guarantee compiler can rewrite it",neutral
ninjaparser parse default decl,good
"ninjaparser parse variable binding decls

  this is incomplete as we will actually need to put the lexer into
   another mode where it preserves whitespace but this is a start",good
ninjaparser start parsing parameterized decls,bad
ninjalexer improve lexing of  and = in identifier strings,neutral
ninjaparser add support for parsing build decl specifier,neutral
"ninjaparser tidy up parseparameterizeddecl

  also fixes a bug where we didnt set the result for build decls",good
"ninjaparser add support for parsing variable bindings in param decls

  for now we split these out into separate perdecltype actions but we
   might want to relax that once we have an actual client for the parser",bad
ninjacommand add a parseonly action for perf timing,neutral
ninjacommand add a lexonly action for perf timing,neutral
ninjaparser simplify parser logic,good
"ninjalexer add support for lexing strings

  sadly the ninja manifest language is context sensitive and doesn�t
   have a real string token type so we support this by giving the lexer
   a stringmode that can be set by the client

  once the parser has moved over to using these tokens fully then we
   can clean up the identifier token to really truly only be identifiers",neutral
ninjaparser factor out common binding parsing code,neutral
ninjaparser use variable string mode parsing where appropriate,neutral
ninjalexer fix lexing of special characters in string mode,neutral
ninjaparser fix parsing of empty assignments,good
ninjaparser use path string mode parsing where appropriate,neutral
"ninjaparser tidy up some diagnostic strings

  also add more testing coverage for these",good
ninjalexer fix identifier lexing now that parsing has moved to strings,bad
ninjaparser fix pool and rule name parsing they are identifiers not path strings,bad
ninjaparser parse the rule name in build decls as an identifier,neutral
ninja start sketching manifest loader implementation,neutral
"ninjamanifestloader add basic parse actions structure

  for now just blend this with the manifest loader impl",neutral
ninjamanifestloader sketch toplevel bindings loading,neutral
"ninjacommand sort bindings for manifest dump

  also write to stderr for consistency with other commands for now",good
ninjalexer fix range in isidentifierchar,good
"ninjamanifestloader add initial cut at expr string expansion

  more testing to come and we will want this to be factored differently soon

  also no real attempt has been made to make this performant",neutral
ninjacommand factor out emiterror,good
ninjamanifestloader wire up error diagnostic machinery,neutral
ninjamanifestloader diagnose invalid variable names in $ exprs,neutral
manifest hide data members,good
"ninjacommand write output bindings in quotes to make syntax obvious

  we are trying to write out bindings in cstyle syntax not ninja style",neutral
ninjacommand fix a thinko in hexdigit,good
ninjamanifestloader add initial rule loading,good
"ninjaparser propagate start token to enddecl actions

  this is for use in postprocessing diagnostics it is cheaper
   to pass it in than force the client to track it",neutral
ninjamanifestloader diagnose missing �command� assignment,bad
fix up some clang diagnostics not present by default,neutral
cmake add header files to xcode project,good
cmake also add internal header files,good
"ninjamanifestparser add support for remaining rule parameters

  ninja unfortunately lazily expands all of these so we just build up another
   parameters dictionary i was hoping we could eagerly parse them but it
   would get a little more tricky",neutral
ninjamanifest ensure bindings overwrite prior entries,neutral
ninjamanifestloader add support for loading pools,neutral
"ninjamanifest add structure for node set and default target list

  not used yet by the loader",bad
"ninjamanifest add command structure to manifest

  also not used by the loader yet",neutral
ninjamanifest add a builtin phony rule,good
ninjamanifestloader add support for build decl loading,neutral
ninjacommand add a maximum errors count,good
"lexer fix bug where we allowed $ in identifiers

  this was part of the old identifier handling before we moved over to context
   sensitive string lexing",neutral
lexer fix handling of $ at the start of strings,good
lexer skip spaces following $\n in path strings,good
lexer change stringmode to lexingmode in prep for a new nonstring specific one,bad
"lexer fix improve $\n handling which is honored in many more places

  i am ambivalent about the implementation it might be better to move to one
   where we have two phase consumption and the lowest level handles $\n
   sequences",bad
add missing test case for previous commit,good
"lexer add identifier specific lexing mode which ignores keywords

  gah what a poorly designed language ",neutral
ninjaparser allow blank lines in parameterized decl bindings,neutral
ninjaparser use identifierspecific parsing where appropriate,neutral
ninjaloader add support for default decl,good
ninjacommand escape  in output strings,good
ninjamanifestloader immediately evaluate bindings in build decls,neutral
"testsninjaloader remove a fixme that doesnt need fixing

  it isnt actually possible end up with a variable or path string with a
   trailing $ currently because we delay escape handling and so we always
   consume the subsequent character",neutral
ninjamanifestloader add initial support for an include stack not used yet,bad
ninjamanifestloader change loader to provide current filename on file reads,bad
ninjacommand refactor readfilecontents to return errors,neutral
"ninjacommand change loadmanifest to chdir to containing directory for input

  this is just a hack for now so that include statements can use relative paths
   sadly ninja does not seem to specify that include statements are relative to
   the including file which is terribly broken",bad
"ninjamanifestloader add initial support for includesubninja decls

  no handling of the proper binding scoping yet",neutral
added core library with rudimentary dependency graph node and command classes  no connections yet but ability to look up and create nodes and commands  commands have lambdas as actions  clearly these are early days but this is a start of a skeletal structure,bad
node and command numbers are onebased not zerobased,bad
ninjacommand fix a bug in my chdir logic that didnt update the input path,bad
ninjamanifestloader diagnose missing depth assignment,neutral
"unittests remove redundant maincpp files

  i guess i forgot to remove these originally i was going to skip having the
   gtestmain library which makes this common code but then i went with it
   following llvmclangswift style so we dont need these",good
ninjacommand include errno on file open errors and make sure to close files,bad
ninjamanifestloader update include stack to also track active binding set,bad
ninjamanifestloader add support for subninja decls entering a new binding scope,bad
"core add buildengine implementation

  this is just the initial import of my prototype engine code but it needs
   cleaning up and abstraction",good
testscore add a simple test for the buildengine,good
"commands add an ackermann computation implemented as a build

  this is a silly way to compute ackermann but a great way to test the build
   engine  it uses dynamic input dependencies and builds of wide ranging sides
   just by changing the parameters",neutral
ninjaloader diagnose empty inputoutput paths,good
add updatesh add partial files for generating the apache dockerfile,neutral
add stackbrew generator,good
match multiple keys in updatesh since we have 2+ here,neutral
update to 5516,neutral
remove duplicated try try in updatesh,good
missed an extraneous gz,neutral
add php 53 54 and 56 fixing the update script,bad
add cmd php a replace awk with magic bash,good
change default command to httpd,good
add license expat,good
"use phpnet as host to allow mirror redirects

prevents us2phpnet from getting all of the traffic",good
added compile option withmysqli in versions with apache,neutral
added mysql pdo support to compile flags in versions with apache,neutral
simplify apache images by using the debian apache2 packages,neutral
update versions,good
"update 56 version  fix #11

signedoffby rogerio prado de jesus rogeriopradoj@gmailcom",good
add more tags thanks to j�r�me,good
"remove the `volume` definition from the apache variants since it doesnt make sense in the general case

this is another one thanks to j�r�me",bad
add openssl option,good
add option ssl on apache,good
add openssl,neutral
add openssl,neutral
add openssl,neutral
add openssl,neutral
add openssl,neutral
add openssl,neutral
"drop older php 53

it fails when trying to build with ssl",good
"bump 562  fix #21

fix #21

signedoffby rogerio prado de jesus rogeriopradoj@gmailcom",good
"bump 5434  fix dockerlibrary#23

fix dockerlibrary#23

signedoffby rogerio prado de jesus rogeriopradoj@gmailcom",good
"bump 5518  fix dockerlibrary#22

fix dockerlibrary#22

signedoffby rogerio prado de jesus rogeriopradoj@gmailcom",good
minor version bumps,neutral
add additional modules to include,good
add additional modules to versions 54 and 55,good
update apache versions,good
gzip does not exist as a flag use zlib,good
remove buildconf from our dockerfiles since we use the release tarballs which have pregenerated configure scripts,bad
"refactor dockerfile switching the base from `buildpackdeps` over to `debian` directly

this results in a dramatic reduction of image size

```console
$ docker images php
repository          tag                 image id            created              virtual size
php                 54                 6b03f428509e        3 hours ago          3543 mb
php                 54apache          2bd126f2c469        2 minutes ago        3948 mb
php                 55                 19a5113df69a        9 minutes ago        3564 mb
php                 55apache          6c892721307f        2 minutes ago        3969 mb
php                 56                 69aead156fe7        10 minutes ago       3568 mb
php                 56apache          2d0bae628aaf        about an hour ago    3973 mb
```

vs the old

```console
$ docker images php
repository          tag                 image id            created             virtual size
php                 54                 e760b9bd2c6c        2 days ago          7369 mb
php                 54apache          62c23e8f1704        2 days ago          8118 mb
php                 55                 156d2a323bc0        2 days ago          7398 mb
php                 55apache          3014d0f81b29        2 days ago          8147 mb
php                 56                 dab86418397c        2 days ago          7402 mb
php                 56apache          b3c4a0633954        2 days ago          8151 mb
```",bad
add cacertificates which was in buildpackdeps,good
add enablesoap,good
keep the source and instead just make clean,neutral
"add new `dockerphpext` scripts for magic

for example the following makes wordpress work

```dockerfile
run aptget update && aptget install y libpng12dev && rm rf varlibaptlists \
	&& dockerphpextinstall gd \
	&& aptget purge autoremove y libpng12dev

run dockerphpextinstall mysqli
```",bad
make the root more obvious fix directoryindex to php first,neutral
add back make which we somehow missed,good
add fpm variant,good
"update to 5519 and 563 for cves

fixes #45 thanks @thajeztah",neutral
failure yeah my bad,bad
moaar,bad
add readme stub,good
fix phpfpm listen directive,good
